hostname,dataset,dataset_size,model,device,batch_size,audio_dur,infer_dur,rtf,cer,mer,wer,exp_epoch
nuuk,MERaLiON/Multitask-National-Speech-Corpus-v1/ASR-PART1-Test_debug,20,stvhuang/whisper-large-v3-turbo_mlx_float16_q4,mlx,1,106.19,26.01,0.245,0.0678,0.278,0.2793,1777005215
